created,id,text,name,screen_name,friends,followers,favorites,location,retweets,user_description,status_count,in_reply_to,in_reply_to_name,retweeted
2017-12-05 10:19,937989788707229696,"#kultur ist nicht  was man konsumiert 
…sondern wer man ist und wie man mit seiner umgebung interagiert.

deshalb: ja zu #nobillag",Böser Bube,boeserbube_com,37,49,137,schweiz,0,"libertär  eigensinnig, neugierig, individualistisch; mag leute mit niveau, talent und humor",1793,None,None, ,False
2017-12-05 10:18,937989662156689408,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Nikolas,n1ktesla,192,22,490,,252,,731,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:18,937989659677863938,RT @VitalSteiner: «Im Ständerat hat die @SRGSSR derart viel Support  dass nicht einmal kritische Fragen erlaubt sind.» https://t.co/6zXomcZ…,Die Person 👤,person_tw,385,417,2929,Milchstraße,25,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 937279827412946945 VitalSteiner Vital Steiner-1871613643 SRGSSR SRG SSR-,False
2017-12-05 10:18,937989431822340097,"Es fällt mir wirklich  wirklich schwer, mir eine Meinung zu #Billag / #NoBillag zu machen.... Ich bin da echt hin und hergerissen.",Peescu,Peeescu,142,55,2960,Bern,0,Berner mit theatralischer Liebe zu Hamburg. Cholerisch & launisch. Fragen? Keine? Weg!,1658,None,None, ,False
2017-12-05 10:17,937989306790088704,"RT @shoksuno: Wenn die #NoBillag angenommen würde  können wir nur noch hoffen, dass uns Lichtenstein aus einem Akt der Solidarität den Krie…",Jan Gartmann,janGartmann,102,11,649,,2,,217,None,None, 976677866 shoksuno Shoks-,False
2017-12-05 10:17,937989273327894528,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Brian Trammell,britram,528,418,489,Wallisellen  Switzerland,252,"Yet another American-Swiss Internet geek and amateur photographer. Researcher @ETH. @IETF  @intarchboard (i.e., the real IAB). Various other acronyms as well.",2244,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:17,937989194009464832,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Manuel Bamert,mabamert,667,280,1031,,252,Politisch und kulturell interessierter Literatur- und Sprachwissenschafter,1522,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:16,937989093824323584,Schön wie jetzt auch noch den #20min Lesern diese völlig unbrauchbare #nobillag Umfrage zum Frass vorgeworfen wird… https://t.co/3WtDBSLU1Y,publicopinion_ch,publicsociete,9,9,49,,0,,58,None,None, ,False
2017-12-05 10:16,937988988111081473,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Adrian Gschwend,linkedktk,498,673,110,Europe & Southeast Asia,252,Co-founder and director of http://t.co/BRPL3Nbagz  I'm doing cool stuff with Linked Data,6466,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:15,937988908431892480,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Viktor Giacobbo,viktorgiacobbo,809,191274,3355,Switzerland,252,"https://t.co/TOiq43E0w6  https://t.co/Hn8QUB9r86
https://t.co/4jLu8DRga4",5724,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:15,937988844850483202,@operationlibero ja keine Informationen mehr  keine Demokratie mehr.. Und der Sauerstoff wird dann auch begrenzt. R… https://t.co/6epq7mj52n,Thomas Bach,hahaaaaaz,185,121,3143,gegen Verfasungsbruch NetzDG,1,"Ich mag verdammen  was du sagst, aber ich werde mein Leben dafür einsetzen, dass du es sagen darfst",3748,937975550932549632,operationlibero, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:14,937988630232039425,RT @Viasicura: Falls #NoBillag angenommen wird  werden sich Eichhörnchen mit Maschinenpistolen bewaffnen und die Städte stürmen. #srghorror…,Die Person 👤,person_tw,385,417,2929,Milchstraße,9,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 205687080 Viasicura Vic-,False
2017-12-05 10:14,937988623760265216,RT @NikolaiOrgland: @DennisBuehler @operationlibero Weitere neue Front des Tages! Die damals bei der Energiestrategie (#ES2050) so erfolgre…,rolf st,StaedlerRolf,877,437,27139,Zürich,7,Keine Lust auf Nazis /SVP und teile der FDP und andere Rechtstrolle😋,10978,None,None, 866386616763416577 NikolaiOrgland Nikolai Orgland-532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:14,937988619922563073,RT @VitalSteiner: 3+-Chef Dominik Kaiser: «Bei einem Ja zu #NoBillag würden sich mehr Chancen als Risiken ergeben.» https://t.co/aJQYngXEP1,Staatshorror.ch,Staatshorror,440,356,25805,Europa,39,unabhängig neutral akribisch,6708,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-05 10:14,937988542134935552,RT @DennisBuehler: @operationlibero Erst einmal sammelt @operationlibero Geld: Das Crowdfunding-Ziel beträgt 284’981.59 Franken - so viel w…,rolf st,StaedlerRolf,877,437,27139,Zürich,9,Keine Lust auf Nazis /SVP und teile der FDP und andere Rechtstrolle😋,10978,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:14,937988522899800064,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Ugugu,Ugugu,2835,3690,33902,Teheran,252,curious what happens next,30435,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:14,937988519619899392,Allerdings au point. Und zwar als Symbolbild für den desolaten Zustand eines subventionierten Medienkonzerns  der i… https://t.co/Py6UdpPAp4,Die Person 👤,person_tw,385,417,2929,Milchstraße,0,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, ,False
2017-12-05 10:14,937988466574594048,RT @DennisBuehler: @operationlibero Erst einmal sammelt @operationlibero Geld: Das Crowdfunding-Ziel beträgt 284’981.59 Franken - so viel w…,Ugugu,Ugugu,2835,3690,33902,Teheran,9,curious what happens next,30435,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:12,937988098104987649,... sowie um neue Umfragen zur Schweizer Öffentlich-Rechtlichen-   Volksabstimmung (#NoBillag) https://t.co/nf62lnR9v6,altpapier,altpapier,549,4470,142,Deutschland,0,Die Medienkolumne Altpapier. Das Original. Seit 2000.,7809,None,None, ,False
2017-12-05 10:12,937987967104241664,RT @DennisBuehler: Neue Front gegen #NoBillag: Die damals bei der Durchsetzungsinitiative (#DSI) so erfolgreiche @operationlibero lanciert…,Roman Banholzer,BanholzerRoman,175,468,741,,30,TV-Journalist #Rundschau SRF Zürich,646,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:12,937987942110384133,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Tanja Coray,TanjaCoray,496,143,126,Zürich  Schweiz,252,"science communicator @ETH  @Fondetudes, science and corporate communication, digital technologies, robotics, architecture, construction: news and my own opinion",576,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:11,937987795024523264,RT @NoSendeschluss: «Eine liberale Gesellschaft braucht gut informierte Bürgerinnen &amp; Bürger»  sagt @laura_zme von @operationlibero - zur M…,Ralph Bühler,RalphBuehler,74,93,1550,Zurich  Switzerland,18,Redaktor / Promo Producer / National Swiss Televison - This is a personal account - ralphbuehler.ch,1305,None,None, 885159891891040256 NoSendeschluss Sendeschluss NEIN-3943894959 laura_zme Laura Zimmermann-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:11,937987782663958528,RT @DennisBuehler: Neue Front gegen #NoBillag: Die damals bei der Durchsetzungsinitiative (#DSI) so erfolgreiche @operationlibero lanciert…,Roland Meier,rmm1963,762,1020,10770,Wettingen  Schweiz,30,Neugierig - offen - sozial & unternehmerisch denkend - politisch in der Mitte - im Behindertenwesen tätig,9584,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:10,937987602170380288,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Ulrich E. Gut,UlrichEGut,3290,1797,331,Küsnacht ZH,252,"Geboren 24.5.1952 Verheiratet
Dr. iur.
http://t.co/ckC4roQDsw
http://t.co/OtssnuZyWC
http://t.co/iP5EgRM5RD",3498,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:10,937987469995364356,RT @gregorbachmann: Die ach so «liberale» Operation Libero traut nur staatlichen Medien zu  einen Beitrag zu einer funktionierenden Demokra…,Die Person 👤,person_tw,385,417,2929,Milchstraße,11,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 218599193 gregorbachmann Gregor Bachmann-,False
2017-12-05 10:10,937987422272606208,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Roland Meier,rmm1963,762,1020,10770,Wettingen  Schweiz,252,Neugierig - offen - sozial & unternehmerisch denkend - politisch in der Mitte - im Behindertenwesen tätig,9584,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:09,937987404329308161,@FelixSchneuwly @ThomasLaeubli @lebenumstellen @WernerBechtel @retoperitz @SRGSSR @NoBillag @SRF Dann hoffen sie we… https://t.co/egPs3HHpwV,Michael Habegger,mikehabegger1,121,34,785,Thun  Schweiz,0,,778,937984440583716864,FelixSchneuwly, 488573993 FelixSchneuwly Felix Schneuwly-2482712484 ThomasLaeubli Thomas Läubli-843745158323683330 lebenumstellen Eva-876286676 WernerBechtel Werner Bechtel-184819358 retoperitz Reto Peritz-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-05 10:09,937987403272347649,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Nasha Gagnebin,nashtags,898,2015,934,Paris - La Neuveville,252,Filmmaker 🇨🇭🇮🇳🇫🇷 de #LookingForGayBollywood & autres docs - mb.@operationlibero / @nomesnebs - Ciné Voyages Vexillologie Politique | MA @UNIL MFA @EICAR,22321,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:09,937987393046663168,RT @jglpCH: Wir lehnen die #NoBillag einstimmig ab. Diese libertäre Initiative gefährdet den Zusammenhalt unserer Regionen und führt zur Ze…,glp Thurgau,glpTG,1072,557,352,,42,Grünliberale Partei des Kanton Thurgau,3681,None,None, 2156912688 jglpCH Junge Grünliberale-,False
2017-12-05 10:09,937987375590002688,Ich begrüsse jegliches Engagement gegen die viel zu radikale #nobillag-Initiative  allerdings passt die lancierte K… https://t.co/PsGfu6H6cR,Simon Wolanin,wolanin1983,953,460,964,Schlieren,0,"Redaktor @MKRedaktion. Schwerpunkte: Online-Kommunikation  Big Data / Data Science, Social Media, Digital Marketing, Medien",2109,None,None, ,False
2017-12-05 10:09,937987277703274496,RT @DennisBuehler: @operationlibero Erst einmal sammelt @operationlibero Geld: Das Crowdfunding-Ziel beträgt 284’981.59 Franken - so viel w…,Rettet Basel,RettetBasel,1553,1444,7210,Basel,9,Schluss mit Lügen  Tricks und Schlaumeiereien. (Inofficial Account! Laubfrösche und Schildkröten retten wir auch...),8288,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:09,937987253284081664,"RT @christofthinks: Anzahl Ärzte im Tessin: 750 Anzahl SRG-Mitarbeiter im Tessin: 1'300

Finanzierung der Ärzte im Tessin: privat
Finanzier…",Die Person 👤,person_tw,385,417,2929,Milchstraße,45,Handverlesenes ᒡ◯ᵔ◯ᒢ und von Hand Getipptes aus dem Nachrichtenwald. #NoBillag 👍 für Medienvielfalt ohne staatliche Zwänge. E-Mail-Kontakt: person@myprivacy.ca,2649,None,None, 453796813 christofthinks christof_r-,False
2017-12-05 10:09,937987248389345281,RT @DennisBuehler: Neue Front gegen #NoBillag: Die damals bei der Durchsetzungsinitiative (#DSI) so erfolgreiche @operationlibero lanciert…,Rettet Basel,RettetBasel,1553,1444,7210,Basel,30,Schluss mit Lügen  Tricks und Schlaumeiereien. (Inofficial Account! Laubfrösche und Schildkröten retten wir auch...),8288,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 10:09,937987198003052544,@TomCBerger @NoBillag Genau. Wäre die FDP kompetent würde auch sie für die No-Billag kämpfen.,Sandro Wächter,Sanwaechter,37,43,61,,0,"Sandro Wächter (SVP  AG)  Ab 1.1.2018: Gemeinderat Schinznach Bad

#BillagAbschaffer #Libertarian #Capitalist",104,926785265225687040,TomCBerger, 832888032843935745 TomCBerger Tom Berger-1383737941 NoBillag No Billag!-,False
2017-12-05 10:09,937987180491870208,Am 12.12. um 18Uhr in Zürich. Miteinander Kampagnenideen aushecken um #NoBillag den Garaus zu machen. Jetzt anmelden https://t.co/2tIM3XuxmL,campax,campaxorg,300,229,280,Zürich  Schweiz,0,Campax kämpft für die progressive Schweiz. Lokal und national.,340,None,None, ,False
2017-12-05 10:05,937986182356627457,Bewahrung der Institutionen über allem  ohne die kleinste Kritik. Die @operationlibero erinnert mich immer mehr an… https://t.co/N3EQmRZMRE,Fabio Hasler,haeslii_f,533,258,1972,Zurich  Switzerland,5,"Scientist & Libertarian. @ETH Alumnus. Board member @upschweiz & @reat_ch. Tweeting about science  technology, and politics. @noBillag zealot. Private account.",2270,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 10:04,937986040815652865,@redder66 @Frechgeist @hadi_hades23 @tagesanzeiger Wer bei dieser Abstimmung für #NoBillag stimmt  entscheidet sich… https://t.co/7kKWLFm4av,Stefan Lüders,sladade,281,585,2406,New Germany  South Africa,0,"Yasuo  Schüler der @basadai, Träger des schwarzen Gürtels im Twitterkarate, Gebrauchtwagenhändler",95326,937970835322793984,redder66, 14512645 redder66 reda el arbi-46348909 Frechgeist Markus Felber-3078154973 hadi_hades23 Hadi-202985146 tagesanzeiger Tages-Anzeiger-,False
2017-12-05 10:03,937985807763337216,RT @gregorbachmann: Die ach so «liberale» Operation Libero traut nur staatlichen Medien zu  einen Beitrag zu einer funktionierenden Demokra…,Merry Christmasphobia Is real,ParasiteHilt0n,2279,859,52490,moon,11,All SJW are Cisphobic and you have to point it all out. My Pronouns are ba&con proud Bacon-kin  Based Faggot 4 Life             Pro Israel,43188,None,None, 218599193 gregorbachmann Gregor Bachmann-,False
2017-12-05 10:01,937985144832581632,RT @beatflach: Die @jglpCH wollen keine #Berlusconi Zustände in der Schweiz - und sagen ja zur Medienvielfalt  nein zur libertären #NoBilla…,Majina,HofmannMaja,1267,1426,43216,,6,Danke für die guten Ratschläge  aber ich bin geimpft. Espresso jederzeit und gerne doppelt.,33252,None,None, 123362849 beatflach Beat Flach-2156912688 jglpCH Junge Grünliberale-,False
2017-12-05 10:00,937984979686092800,"RT @redder66: Nein  es gibt bei der #NoBillag keinen ""Spielraum bei der Umsetzung"". Der Gesetzestext ist explizit und klar: Abschaffung der…",Majina,HofmannMaja,1267,1426,43216,,27,Danke für die guten Ratschläge  aber ich bin geimpft. Espresso jederzeit und gerne doppelt.,33252,None,None, 14512645 redder66 reda el arbi-,False
2017-12-05 10:00,937984963168931840,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Hadi,hadi_hades23,444,150,546,Schweiz,252,"„Was du nicht willst  dass man dir tu, das füg auch keinem andern zu.“",670,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 09:59,937984712567656448,RT @gregorbachmann: Die ach so «liberale» Operation Libero traut nur staatlichen Medien zu  einen Beitrag zu einer funktionierenden Demokra…,Karl Müller,KarlMller13,4661,4492,36208,Zürich,11,Ich kämpfe gegen Diskriminierung von Männern durch den feministischen Mainstream in Politik+Medien. Pro equal rights RTs≠endorsements. #Feminitis #Infantilator,24138,None,None, 218599193 gregorbachmann Gregor Bachmann-,False
2017-12-05 09:58,937984543201595392,RT @FelixSchneuwly: @mikehabegger1 @ThomasLaeubli @lebenumstellen @WernerBechtel @retoperitz @SRGSSR @NoBillag @SRF Falsch! Ich entscheide…,Werner Bechtel,WernerBechtel,1109,845,7942,Schweiz Bülach ZH,1,"Für sauberer bezahlbarer sicherer Strom https://t.co/f32O0VI3Fr
@WerniBechtel",22284,None,None, 488573993 FelixSchneuwly Felix Schneuwly-889402712563077123 mikehabegger1 Michael Habegger-2482712484 ThomasLaeubli Thomas Läubli-843745158323683330 lebenumstellen Eva-876286676 WernerBechtel Werner Bechtel-184819358 retoperitz Reto Peritz-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-05 09:58,937984440583716864,@mikehabegger1 @ThomasLaeubli @lebenumstellen @WernerBechtel @retoperitz @SRGSSR @NoBillag @SRF Falsch! Ich entsche… https://t.co/ZQ2Pk6BznY,Felix Schneuwly,FelixSchneuwly,1405,1909,13148,Switzerland,1,Verbandstätigkeit im Sozial- und Gesundheitswesen / seit 2011 als Head of Public Affairs @Comparis / privat liberal / beruflich für  Marktmacht der Konsumenten,36364,937983382037901312,mikehabegger1, 889402712563077123 mikehabegger1 Michael Habegger-2482712484 ThomasLaeubli Thomas Läubli-843745158323683330 lebenumstellen Eva-876286676 WernerBechtel Werner Bechtel-184819358 retoperitz Reto Peritz-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-05 09:57,937984247381549056,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Samuel Brülisauer,BruelisauerS,1086,464,2051,Genf  Schweiz,252,"International politics and economics  development, cooperatives, and more. 23.",812,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 09:56,937984117634977793,RT @PVuichard: Ich will keine #Berlusconi Zustände in der Schweiz - ja zur Medienvielfalt  nein zur libertären #NoBillag Initiative! @NoSen…,Pesche Müller 📝,peschemuller,136,565,5368,"Schweiz  CH, West-Mittelerde",12,"Hobbitpolitiker  kritischer Inländer, Teilzeitrebell, aufgeklärter Agnostiker, depolarisierter links+rechts Kritiker, Wissenschaftler, Pädagoge♻️",8910,None,None, 2851244151 PVuichard Pascal Vuichard-,False
2017-12-05 09:55,937983733122129920,RT @NikolaiOrgland: @DennisBuehler @operationlibero Weitere neue Front des Tages! Die damals bei der Energiestrategie (#ES2050) so erfolgre…,Wangdü de Silva,wdeSilva,180,83,480,Zürich  Schweiz,7,In erster Linie Mensch #multikulti | Vorstand @jglpCH & @jglpZH,232,None,None, 866386616763416577 NikolaiOrgland Nikolai Orgland-532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:55,937983670975123456,RT @NoSendeschluss: Hossa  unser #NEINzuNoBillag-Lager wächst: @operationlibero ist mit im Boot. Ihr Fokus: #Demokratie. #NoBillag #Medienz…,Majina,HofmannMaja,1267,1426,43216,,29,Danke für die guten Ratschläge  aber ich bin geimpft. Espresso jederzeit und gerne doppelt.,33252,None,None, 885159891891040256 NoSendeschluss Sendeschluss NEIN-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:54,937983570697650176,RT @jglpCH: Wir lehnen die #NoBillag einstimmig ab. Diese libertäre Initiative gefährdet den Zusammenhalt unserer Regionen und führt zur Ze…,Laurens van Rooijen,bikejourno,2096,2103,26,Winterthur / Switzerland,42,"Travelling here and there on the quest to find the latest bicycle parts and news. Lover of Far East. Collecting scalps of racists.
Tweets in GBR  GER and NED.",69507,None,None, 2156912688 jglpCH Junge Grünliberale-,False
2017-12-05 09:54,937983566264356865,RT @NikolaiOrgland: @DennisBuehler @operationlibero Weitere neue Front des Tages! Die damals bei der Energiestrategie (#ES2050) so erfolgre…,Junge Grünliberale,jglpCH,298,1270,1117,Bern,7,Offizieller Twitter-Account der Jungen Grünliberalen Schweiz. Es twittert die Geschäftsleitung der @jglpCH,1833,None,None, 866386616763416577 NikolaiOrgland Nikolai Orgland-532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:54,937983541320867840,RT @NikolaiOrgland: @DennisBuehler @operationlibero Weitere neue Front des Tages! Die damals bei der Energiestrategie (#ES2050) so erfolgre…,Pascal Vuichard,PVuichard,398,579,1395,,7,Grün und liberal. Vize-Präsident @grunliberale Co-Präsident @jglpCH  Doktorand am @ChairREMgmt,638,None,None, 866386616763416577 NikolaiOrgland Nikolai Orgland-532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:54,937983437935390720,"RT @silvan_amberg: Die @NoBillag Diskussion kommt mir vor  als ob man darüber abstimmen würde, ob man die Bevölkerung aus medizinischen Grü…",Politik DACH | Intl,DACH_Politik,108,125,0,Schweiz,23,Internationale Politik und Vermischtes.,2523,None,None, 238913030 silvan_amberg Silvan Amberg-1383737941 NoBillag No Billag!-,False
2017-12-05 09:53,937983382037901312,@FelixSchneuwly @ThomasLaeubli @lebenumstellen @WernerBechtel @retoperitz @SRGSSR @NoBillag @SRF Ich sehe  wir komm… https://t.co/JSOJtKvPGN,Michael Habegger,mikehabegger1,121,34,785,Thun  Schweiz,0,,778,937967587501199360,FelixSchneuwly, 488573993 FelixSchneuwly Felix Schneuwly-2482712484 ThomasLaeubli Thomas Läubli-843745158323683330 lebenumstellen Eva-876286676 WernerBechtel Werner Bechtel-184819358 retoperitz Reto Peritz-1871613643 SRGSSR SRG SSR-1383737941 NoBillag No Billag!-187853842 SRF SRF-,False
2017-12-05 09:53,937983135328940032,RT @NoSendeschluss: Hossa  unser #NEINzuNoBillag-Lager wächst: @operationlibero ist mit im Boot. Ihr Fokus: #Demokratie. #NoBillag #Medienz…,Moritz Schneider,mrzgrm,269,256,558,Zürich & wherever my laptop is,29,Short Film Distribution  Digital Media - talk to me ⚡️,1986,None,None, 885159891891040256 NoSendeschluss Sendeschluss NEIN-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:51,937982705752510464,RT @beatflach: Die @jglpCH wollen keine #Berlusconi Zustände in der Schweiz - und sagen ja zur Medienvielfalt  nein zur libertären #NoBilla…,glp Thurgau,glpTG,1072,557,352,,6,Grünliberale Partei des Kanton Thurgau,3681,None,None, 123362849 beatflach Beat Flach-2156912688 jglpCH Junge Grünliberale-,False
2017-12-05 09:50,937982625913954304,wo schaue ich in zukunft championsleague und Natispiele?? #nobillag,Graf von Sulz,URS819,75,2,111,,0,,28,None,None, ,False
2017-12-05 09:50,937982623133110272,"@Real_Merlin84 @MiniSchwiz Wenn sich genug Leute finden  die für so was zahlen, wäre z.B. #Netflix die ersten, die… https://t.co/vBaY1teA6W",Derek Richter,Lord_of_Sail,431,301,3374,Zürich,0,Libertärer Patriot,4101,937816102247260161,Real_Merlin84, 821818978075111426 Real_Merlin84 David-3940405757 MiniSchwiz Mini-Schwiz-,False
2017-12-05 09:50,937982535753195525,RT @NoBillag: Die SRG schliesst nicht Lücken  die der Markt nicht bedient.  Sie ist Trittbrettfahrerin und quetscht private Anbieter mit ih…,Politik DACH | Intl,DACH_Politik,108,125,0,Schweiz,31,Internationale Politik und Vermischtes.,2523,None,None, 1383737941 NoBillag No Billag!-,False
2017-12-05 09:50,937982496200904704,"...die Buben der Volchspartei wollen  dass wir im Maerz #SRF/#SRG/#SSR abschaffen 
#NoBillag",Ben Huser,BenHuser,357,600,16928,ben.huser@bluewin.ch,0,culture  labor and humanrights - emphasizing access over ownership,26015,937620055776546816,BenHuser, ,False
2017-12-05 09:50,937982458297028608,RT @DennisBuehler: Neue Front gegen #NoBillag: Die damals bei der Durchsetzungsinitiative (#DSI) so erfolgreiche @operationlibero lanciert…,Michel Venetz,MichelVenetz,2286,739,1776,Visp/Sitten  Schweiz,30,"Redaktor  VJ-Journalist @radio_rottu Reporter @rroSport früher Walliser Bote, @MAZ-Absolvent, Gwundrigä Mänsch, Journalist aus Leidenschaft.",4094,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:50,937982393436262400,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,Jannis A. Strauss,strauss_jannis,219,213,1261,Bern,252,,487,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 09:49,937982202700337153,RT @byebyebillag: Die SRG finanziert im TI mehr Jobs als man Ärzte (750) und Polizisten (600) zusammen beschäftigt. #Mediaoverdose #NoBillag,Jakobus🔋,twxy9,201,272,474,Ostermundigen  Schweiz,38,OK Twitter........... (Aufzeichnung läuft),557,None,None, 18830840 byebyebillag Bye Bye Billag-,False
2017-12-05 09:48,937982110685593600,RT @VitalSteiner: 3+-Chef Dominik Kaiser: «Bei einem Ja zu #NoBillag würden sich mehr Chancen als Risiken ergeben.» https://t.co/aJQYngXEP1,Jakobus🔋,twxy9,201,272,474,Ostermundigen  Schweiz,39,OK Twitter........... (Aufzeichnung läuft),557,None,None, 937279827412946945 VitalSteiner Vital Steiner-,False
2017-12-05 09:48,937982085528281088,RT @DennisBuehler: Neue Front gegen #NoBillag: Die damals bei der Durchsetzungsinitiative (#DSI) so erfolgreiche @operationlibero lanciert…,Rene Mehrmann,Swissmoreman,641,601,645,Schweiz,30,Journalist,1504,None,None, 532493776 DennisBuehler Dennis Bühler-2674994976 operationlibero Operation Libero-,False
2017-12-05 09:48,937981934805843969,Reform statt Abschaffung finde ich richtig und für unserer Zukunft wegweisend. Wir als @jglpCH denken für die ganze… https://t.co/bEzHGSDWM6,Wangdü de Silva,wdeSilva,180,83,480,Zürich  Schweiz,1,In erster Linie Mensch #multikulti | Vorstand @jglpCH & @jglpZH,232,None,None, 2156912688 jglpCH Junge Grünliberale-,False
2017-12-05 09:46,937981620564430849,RT @operationlibero: Bei der “No Billag”-Initiative geht es um viel  viel mehr als die SRG: Die Initiative schwächt mutwillig die Schweizer…,davidkocher,davidkocher,230,486,75,Bern,252,Father of 👫. Beekeeper 🐝. Hang gliding pilot. Developer of 🦆.,1847,None,None, 2674994976 operationlibero Operation Libero-,False
2017-12-05 09:46,937981565333884928,RT @jglpCH: Wir lehnen die #NoBillag einstimmig ab. Diese libertäre Initiative gefährdet den Zusammenhalt unserer Regionen und führt zur Ze…,Jannis A. Strauss,strauss_jannis,219,213,1261,Bern,42,,487,None,None, 2156912688 jglpCH Junge Grünliberale-,False
